pl_name,pl_orbper,pl_orbsmax,st_mass,discoverymethod,disc_year
"HD 128356 b",298.20000000000,0.8700000000,0.650000,"Radial Velocity",2016
"HD 147873 b",116.59600000000,0.5220000000,1.380000,"Radial Velocity",2016
"HD 147873 c",491.54000000000,1.3600000000,1.380000,"Radial Velocity",2016
"HD 165155 b",434.50000000000,1.1300000000,1.020000,"Radial Velocity",2016
"HD 224538 b",1202.05199000000,2.3750000000,1.230000,"Radial Velocity",2016
"GJ 536 b",8.70874000000,0.0668000000,0.528000,"Radial Velocity",2016
"WASP-130 b",11.55098000000,0.1012000000,1.040000,"Transit",2016
"WASP-131 b",5.32201250000,0.0608000000,1.060000,"Transit",2016
"WASP-132 b",7.13351640000,0.0674000000,0.789000,"Transit",2016
"WASP-139 b",5.92426200000,0.0620000000,0.920000,"Transit",2016
"WASP-141 b",3.31065100000,0.0469000000,1.250000,"Transit",2016
"WASP-142 b",2.05286800000,0.0347000000,1.330000,"Transit",2016
"HATS-31 b",3.37796000000,0.0478000000,1.275000,"Transit",2016
"HATS-32 b",2.81265480000,0.0402400000,1.099000,"Transit",2016
"HATS-33 b",2.54955510000,0.0372700000,1.062000,"Transit",2016
"HATS-34 b",2.10616070000,0.0316600000,0.955000,"Transit",2016
"HATS-35 b",1.82099930000,0.0319900000,1.317000,"Transit",2016
"HD 86950 b",1270.00000000000,2.7200000000,1.660000,"Radial Velocity",2016
"HD 222076 b",871.00000000000,1.8300000000,1.070000,"Radial Velocity",2016
"WASP-127 b",4.17806203000,0.0484000000,0.950000,"Transit",2016
"WASP-138 b",3.63443300000,0.0494000000,1.220000,"Transit",2016
"K2-101 b",14.67624290000,0.1124000000,0.820000,"Transit",2016
"EPIC 211822797 b",21.17019630000,0.1195000000,0.620000,"Transit",2016
"XO-6 b",3.76500070000,0.0815000000,1.470000,"Transit",2016
"HD 30177 c",11320.00000000000,9.9000000000,0.980000,"Radial Velocity",2016
"EPIC 220674823 b",0.57130782000,0.0132000000,0.913000,"Transit",2016
"EPIC 220674823 c",13.34060300000,0.1078000000,0.913000,"Transit",2016
"K2-107 b",3.31395900000,0.0475000000,1.300000,"Transit",2017
"WASP-53 b",3.30984430000,0.0410100000,0.839000,"Transit",2017
"WASP-53 c",2840.00000000000,3.7300000000,0.839000,"Radial Velocity",2017
"WASP-81 b",2.71647620000,0.0390800000,1.080000,"Transit",2017
"TAP 26 b",10.79000000000,0.0968000000,1.040000,"Radial Velocity",2017
"KELT-16 b",0.96899510000,0.0204400000,1.211000,"Transit",2017
"TRAPPIST-1 e",6.10101300000,0.0292500000,0.089800,"Transit",2017
"TRAPPIST-1 f",9.20754000000,0.0384900000,0.089800,"Transit",2017
"TRAPPIST-1 g",12.35244600000,0.0468300000,0.089800,"Transit",2017
"TRAPPIST-1 h",18.77286600000,0.0618900000,0.089800,"Transit",2017
"HD 106315 b",9.55237000000,0.0907000000,1.091000,"Transit",2017
"HD 106315 c",21.05704000000,0.1536000000,1.091000,"Transit",2017
"HD 17674 b",623.80000000000,1.4200000000,0.980000,"Radial Velocity",2017
"HD 42012 b",857.50000000000,1.6700000000,0.830000,"Radial Velocity",2017
"HD 29021 b",1365.00000000000,2.2940000000,0.860000,"Radial Velocity",2017
"HATS-22 b",4.72281240000,0.0502500000,0.759000,"Transit",2017
"HATS-23 b",2.16051560000,0.0339700000,1.121000,"Transit",2017
"HATS-24 b",1.34849780000,0.0238000000,1.070000,"Transit",2017
"Kepler-20 g",34.94000000000,0.2055000000,0.948000,"Radial Velocity",2016
"GJ 3138 b",1.22003000000,0.0197000000,0.681000,"Radial Velocity",2017
"GJ 3138 c",5.97400000000,0.0570000000,0.681000,"Radial Velocity",2017
"GJ 3138 d",257.80000000000,0.6980000000,0.681000,"Radial Velocity",2017
"GJ 3323 b",5.36360000000,0.0328200000,0.164000,"Radial Velocity",2017
"GJ 3323 c",40.54000000000,0.1264000000,0.164000,"Radial Velocity",2017
"GJ 273 b",18.64980000000,0.0911010000,0.290000,"Radial Velocity",2017
"GJ 273 c",4.72340000000,0.0364670000,0.290000,"Radial Velocity",2017
"GJ 3293 d",48.13450000000,0.1939400000,0.420000,"Radial Velocity",2017
"GJ 3293 e",13.25430000000,0.0820800000,0.420000,"Radial Velocity",2017
"Kepler-150 f",637.20930000000,1.2400000000,0.970000,"Transit",2017
"Qatar-3 b",2.50792040000,0.0378300000,1.145000,"Transit",2017
"Qatar-4 b",1.80535640000,0.0280300000,0.896000,"Transit",2017
"Qatar-5 b",2.87923190000,0.0412700000,1.128000,"Transit",2017
"LHS 1140 b",24.73723000000,0.0946000000,0.184400,"Transit",2017
"HIP 67537 b",2523.64713000000,4.8070000000,2.316000,"Radial Velocity",2017
"KELT-18 b",2.87175180000,0.0455000000,1.524000,"Transit",2017
"KELT-12 b",5.03162300000,0.0670800000,1.591000,"Transit",2017
"KELT-11 b",4.73620865000,0.0623000000,1.440000,"Transit",2017
"KELT-9 b",1.48112350000,0.0336800000,2.320000,"Transit",2017
"HD 3167 d",8.41120000000,0.0763000000,0.837000,"Radial Velocity",2017
"HD 20794 e",147.02000000000,0.5090000000,0.813000,"Radial Velocity",2017
"HD 27894 c",36.07000000000,0.1980000000,0.800000,"Radial Velocity",2017
"HD 27894 d",5019.54244000000,5.3620000000,0.810000,"Radial Velocity",2017
"BD+03 2562 b",481.90000000000,1.3000000000,1.140000,"Radial Velocity",2017
"HD 177565 b",44.50500000000,0.2460000000,1.000000,"Radial Velocity",2017
"TYC 4282-00605-1 b",101.54000000000,0.4220000000,0.970000,"Radial Velocity",2017
"WASP-167 b",2.02195960000,0.0365000000,1.590000,"Transit",2017
"K2-113 b",5.81768500000,0.0642000000,1.040000,"Transit",2017
"MXB 1658-298 b",760.00000000000,1.6130000000,,"Eclipse Timing Variations",2017
"tau Cet g",20.00000000000,0.1330000000,0.783000,"Radial Velocity",2017
"tau Cet h",49.41000000000,0.2430000000,0.783000,"Radial Velocity",2017
"tau Cet f",636.13000000000,1.3340000000,0.783000,"Radial Velocity",2017
"WASP-91 b",2.79858100000,0.0370000000,0.840000,"Transit",2017
"WASP-105 b",7.87288000000,0.0750000000,0.890000,"Transit",2017
"YZ Cet b",2.02087000000,0.0163400000,0.142000,"Radial Velocity",2017
"YZ Cet c",3.05989000000,0.0215600000,0.142000,"Radial Velocity",2017
"YZ Cet d",4.65626000000,0.0285100000,0.142000,"Radial Velocity",2017
"CoRoT-32 b",6.71837000000,0.0710000000,1.080000,"Transit",2018
"GJ 625 b",14.62800000000,0.0783610000,0.300000,"Radial Velocity",2017
"HD 208897 b",358.27000000000,1.0630000000,1.250000,"Radial Velocity",2017
"K2-117 c",5.44401700000,0.0492000000,0.540000,"Transit",2017
"K2-118 b",50.92092000000,0.2450000000,0.756446,"Transit",2017
"K2-125 b",21.75026400000,0.1210000000,0.494727,"Transit",2017
"K2-128 b",5.67581900000,0.0560000000,0.711248,"Transit",2017
"K2-129 b",8.23949300000,0.0570000000,0.360031,"Transit",2017
"K2-130 b",2.49412000000,0.0320000000,0.695630,"Transit",2017
"K2-131 b",0.36930380000,0.0093600000,0.803000,"Transit",2017
"GJ 1148 c",532.58000000000,0.9120000000,0.344045,"Radial Velocity",2017
"K2-133 b",3.07133000000,0.0319400000,0.461000,"Transit",2017
"K2-133 c",4.86784000000,0.0434100000,0.461000,"Transit",2017
"K2-133 d",11.02454000000,0.0748700000,0.461000,"Transit",2017
"WASP-151 b",4.53347750000,0.0550000000,1.081000,"Transit",2017
"WASP-153 b",3.33260900000,0.0480000000,1.336000,"Transit",2017
"WASP-156 b",3.83616230000,0.0458000000,0.871200,"Transit",2017
"HD 34445 c",214.67000000000,0.7181000000,1.070000,"Radial Velocity",2017
"HD 34445 d",117.87000000000,0.4817000000,1.070000,"Radial Velocity",2017
"HD 34445 e",49.17500000000,0.2687000000,1.070000,"Radial Velocity",2017
"HD 34445 f",676.80000000000,1.5430000000,1.070000,"Radial Velocity",2017
"HD 34445 g",5700.00000000000,6.3600000000,1.070000,"Radial Velocity",2017
"MASCARA-1 b",2.14877381000,0.0403520000,1.900000,"Transit",2017
"GJ 9827 b",1.20897400000,0.0189000000,0.620000,"Transit",2017
"GJ 9827 c",3.64810300000,0.0395000000,0.620000,"Transit",2017
"GJ 9827 d",6.20183000000,0.0530000000,0.620000,"Transit",2017
"KELT-20 b",3.47410850000,0.0542000000,1.760000,"Transit",2017
"NGTS-1 b",2.64729800000,0.0326000000,0.617000,"Transit",2017
"K2-136 b",7.97525000000,0.0707000000,0.742000,"Transit",2017
"K2-136 c",17.30723000000,0.1185000000,0.742000,"Transit",2017
"K2-136 d",25.57500000000,0.1538000000,0.742000,"Transit",2017
"Ross 128 b",9.86580000000,0.0496000000,0.168000,"Radial Velocity",2017
"HD 76920 b",415.89100000000,1.0910000000,1.000000,"Radial Velocity",2017
"HD 40956 b",578.60000000000,1.4000000000,2.000000,"Radial Velocity",2017
"HD 111591 b",1056.40000000000,2.5000000000,1.940000,"Radial Velocity",2017
"HD 113996 b",610.20000000000,1.6000000000,1.490000,"Radial Velocity",2017
"OGLE-2016-BLG-1190L b",1220.00000000000,2.1700000000,0.880000,"Microlensing",2017
"K2-139 b",28.38061900000,0.1796000000,0.960000,"Transit",2017
"K2-18 c",8.96200000000,0.0600000000,0.359000,"Radial Velocity",2017
"HD 176986 b",6.49164000000,0.0629560000,0.789000,"Radial Velocity",2017
"HD 176986 c",16.81240000000,0.1187300000,0.789000,"Radial Velocity",2017
"GJ 3942 b",6.90500000000,0.0608000000,0.630000,"Radial Velocity",2017
"Kepler-269 b",5.32671800000,0.0610000000,,"Transit",2014
"PSR J2322-2650 b",0.32296399700,0.0102000000,1.400000,"Pulsar Timing",2017
"K2-140 b",6.56918800000,0.0680000000,0.960000,"Transit",2017
"HATS-50 b",3.82970150000,0.0504600000,1.168000,"Transit",2017
"HATS-51 b",3.34887020000,0.0463900000,1.187000,"Transit",2017
"HATS-52 b",1.36665436000,0.0249800000,1.111000,"Transit",2017
"HATS-53 b",3.85377680000,0.0475300000,0.964000,"Transit",2017
"K2-138 b",2.35309000000,0.0338500000,0.935000,"Transit",2017
"K2-138 c",3.56004000000,0.0446100000,0.935000,"Transit",2017
"K2-138 d",5.40479000000,0.0589300000,0.935000,"Transit",2017
"K2-138 e",8.26146000000,0.0782000000,0.935000,"Transit",2017
"K2-138 f",12.75758000000,0.1044700000,0.935000,"Transit",2017
"KELT-19 A b",4.61170930000,0.0637000000,1.620000,"Transit",2017
"K2-141 b",0.28032440000,0.0074700000,0.708000,"Transit",2018
"K2-141 c",7.74850000000,0.0683000000,0.708000,"Transit",2018
"HD 238914 b",4100.00000000000,5.7000000000,1.470000,"Radial Velocity",2018
"TYC 3318-01333-1 b",562.00000000000,1.4140000000,1.190000,"Radial Velocity",2018
"BD+48 740 b",733.00000000000,1.7000000000,1.090000,"Radial Velocity",2018
"K2-147 b",0.96193900000,0.0157500000,0.563000,"Transit",2018
"K2-148 b",4.38395000000,0.0454000000,0.650000,"Transit",2018
"K2-148 c",6.92260000000,0.0616000000,0.650000,"Transit",2018
"K2-148 d",9.75790000000,0.0774000000,0.650000,"Transit",2018
"K2-149 b",11.33200000000,0.0830000000,0.595000,"Transit",2018
"K2-150 b",10.59357000000,0.0727000000,0.457000,"Transit",2018
"K2-152 b",32.64790000000,0.1716000000,0.630000,"Transit",2018
"K2-153 b",7.51574000000,0.0614000000,0.550000,"Transit",2018
"K2-154 b",3.67626000000,0.0405000000,0.650000,"Transit",2018
"K2-154 c",7.95486000000,0.0677000000,0.650000,"Transit",2018
"K2-155 b",6.34200000000,0.0562000000,0.650000,"Transit",2018
"K2-155 c",13.85000000000,0.0946000000,0.650000,"Transit",2018
"K2-155 d",40.71800000000,0.1937000000,0.650000,"Transit",2018
"KELT-21 b",3.61276470000,0.0522400000,1.458000,"Transit",2018
"HD 215152 d",10.86499000000,0.0879900000,0.770000,"Radial Velocity",2018
"HD 215152 e",25.19670000000,0.1541700000,0.770000,"Radial Velocity",2018
"Kepler-1654 b",1047.83560000000,2.0260000000,1.011000,"Transit",2018
"K2-232 b",11.16845400000,0.1035600000,1.188000,"Transit",2018
"HATS-39 b",4.57763480000,0.0600700000,1.379000,"Transit",2018
"HATS-40 b",3.26427360000,0.0499700000,1.561000,"Transit",2018
"HATS-41 b",4.19364900000,0.0583000000,1.496000,"Transit",2018
"HATS-42 b",2.29210200000,0.0368900000,1.273000,"Transit",2018
"HD 158996 b",820.20000000000,2.1000000000,1.800000,"Radial Velocity",2018
"KPS-1 b",1.70629100000,0.0269000000,0.892000,"Transit",2018
"K2-233 b",2.46758300000,0.0329300000,0.790000,"Transit",2018
"K2-233 c",7.06024000000,0.0664000000,0.790000,"Transit",2018
"K2-233 d",24.36810000000,0.1516000000,0.790000,"Transit",2018
"gam Lib b",414.88000000000,1.3190000000,1.780000,"Radial Velocity",2018
"gam Lib c",966.49000000000,2.3180000000,1.780000,"Radial Velocity",2018
"24 Boo b",30.33000000000,0.1940000000,1.050000,"Radial Velocity",2018
"HATS-43 b",4.38884970000,0.0494400000,0.837000,"Transit",2018
"HATS-44 b",2.74390040000,0.0364900000,0.860000,"Transit",2018
"HATS-45 b",4.18762440000,0.0551100000,1.272000,"Transit",2018
"HATS-46 b",4.74237290000,0.0536700000,0.917000,"Transit",2018
"HATS-7 b",3.18531500000,0.0401200000,0.849000,"Transit",2015
"HD 47366 b",360.08000000000,1.2070000000,1.810000,"Radial Velocity",2016
"HD 47366 c",677.53000000000,1.8400000000,1.810000,"Radial Velocity",2016
"NGTS-3 A b",1.67537280000,0.0230000000,1.017000,"Transit",2018
"HD 89345 b",11.81430000000,0.1066000000,1.157000,"Transit",2018
"K2-239 b",5.24000000000,0.0441000000,0.400000,"Transit",2018
"K2-239 c",7.77500000000,0.0576000000,0.400000,"Transit",2018
"K2-239 d",10.11500000000,0.0685000000,0.400000,"Transit",2018
"K2-240 b",6.03400000000,0.0513000000,0.580000,"Transit",2018
"K2-240 c",20.52300000000,0.1159000000,0.580000,"Transit",2018
"K2-237 b",2.18053332000,0.0355200000,1.256000,"Transit",2018
"K2-238 b",3.20466000000,0.0460000000,1.190000,"Transit",2018
"HAT-P-11 c",3361.00000000000,4.1000000000,0.811000,"Radial Velocity",2018
"K2-241 b",26.81990000000,0.1567000000,0.710000,"Transit",2018
"K2-242 b",6.51389000000,0.0494000000,0.380000,"Transit",2018
"K2-158 c",5.90279000000,0.0622000000,0.920000,"Transit",2018
"K2-243 b",11.54182000000,0.1087000000,1.290000,"Transit",2018
"K2-243 c",24.94598000000,0.1817000000,1.290000,"Transit",2018
"K2-245 b",11.89307000000,0.0959000000,0.830000,"Transit",2018
"K2-246 b",5.76918000000,0.0602000000,0.870000,"Transit",2018
"K2-247 b",2.25021000000,0.0304000000,0.740000,"Transit",2018
"K2-247 c",6.49424000000,0.0615000000,0.740000,"Transit",2018
"K2-248 b",7.17256000000,0.0699000000,0.880000,"Transit",2018
"K2-249 b",12.40900000000,0.1151000000,1.320000,"Transit",2018
"K2-250 b",4.01392000000,0.0460600000,0.809000,"Transit",2018
"K2-251 b",9.30075000000,0.0694000000,0.520000,"Transit",2018
"K2-252 b",13.81513000000,0.1041000000,0.790000,"Transit",2018
"K2-253 b",4.00167000000,0.0506000000,1.080000,"Transit",2018
"K2-254 b",4.09639000000,0.0448000000,0.710000,"Transit",2018
"K2-254 c",12.11839000000,0.0923000000,0.710000,"Transit",2018
"K2-255 b",1.96417000000,0.0274000000,0.710000,"Transit",2018
"K2-257 b",1.60588000000,0.0216000000,0.520000,"Transit",2018
"K2-258 b",19.09210000000,0.1490000000,1.210000,"Transit",2018
"IC 4651 9122 b",734.00000000000,2.0380000000,2.100000,"Radial Velocity",2018
"CoRoT-20 c",1675.00000000000,2.9000000000,1.140000,"Radial Velocity",2018
"K2-260 b",2.62669762000,0.0439200000,1.637000,"Transit",2018
"K2-261 b",11.63346810000,0.1086000000,1.107000,"Transit",2018
"WASP-174 b",4.23370050000,0.0550300000,1.240000,"Transit",2018
"Wolf 503 b",6.00127000000,0.0570600000,0.688000,"Transit",2018
"K2-264 b",5.84000200000,0.0502300000,0.496000,"Transit",2018
"K2-264 c",19.66030200000,0.1128300000,0.496000,"Transit",2018
"HD 55696 b",1827.00000000000,3.1800000000,1.290000,"Radial Velocity",2018
"HD 98736 b",968.80000000000,1.8640000000,0.920000,"Radial Velocity",2018
"HD 148164 b",328.55000000000,0.9930000000,1.210000,"Radial Velocity",2018
"HD 148164 c",5062.00000000000,6.1500000000,1.210000,"Radial Velocity",2018
"HD 211810 b",1558.00000000000,2.6560000000,1.030000,"Radial Velocity",2018
"HD 75784 c",7900.00000000000,8.4000000000,1.260000,"Radial Velocity",2018
"NGTS-2 b",4.51116400000,0.0630000000,1.640000,"Transit",2018
"EPIC 246851721 b",6.18023500000,0.0722900000,1.317000,"Transit",2018
"K2-266 b",0.65852400000,0.0130600000,0.686000,"Transit",2018
"K2-266 c",7.81400000000,0.0679000000,0.686000,"Transit",2018
"K2-266 d",14.69700000000,0.1035000000,0.686000,"Transit",2018
"K2-266 e",19.48200000000,0.1249000000,0.686000,"Transit",2018
"WASP-144 b",2.27831520000,0.0316000000,0.810000,"Transit",2018
"WASP-145 A b",1.76903810000,0.0261000000,0.760000,"Transit",2018
"WASP-158 b",3.65633300000,0.0517000000,1.380000,"Transit",2018
"WASP-159 b",3.84040100000,0.0538000000,1.410000,"Transit",2018
"WASP-162 b",9.62468000000,0.0871000000,0.950000,"Transit",2018
"WASP-168 b",4.15365800000,0.0519000000,1.080000,"Transit",2018
"WASP-172 b",5.47743300000,0.0694000000,1.490000,"Transit",2018
"WASP-173 A b",1.38665318000,0.0248000000,1.050000,"Transit",2018
"WASP-147 b",4.60273000000,0.0549000000,1.044000,"Transit",2018
"WASP-160 B b",3.76849520000,0.0452000000,0.870000,"Transit",2018
"WASP-164 b",1.77712550000,0.0281800000,0.946000,"Transit",2018
"WASP-165 b",3.46550900000,0.0482300000,1.248000,"Transit",2018
"GJ 96 b",73.94000000000,0.2910000000,0.600000,"Radial Velocity",2018
"K2-284 b",4.79506900000,0.0477100000,0.630000,"Transit",2018
"GJ 317 c",6500.00000000000,5.0400000000,0.402000,"Radial Velocity",2016
"HD 33142 c",810.20000000000,1.9550000000,1.520000,"Radial Velocity",2016
"HD 95089 c",1785.00000000000,3.3300000000,1.540000,"Radial Velocity",2016
"HD 156279 c",4818.25358000000,5.4860000000,0.940000,"Radial Velocity",2016
"HD 114783 c",4352.00000000000,5.0000000000,0.900000,"Radial Velocity",2016
"HATS-59 b",5.41608100000,0.0611200000,1.038000,"Transit",2018
"HATS-59 c",1422.00000000000,2.5040000000,1.038000,"Radial Velocity",2018
"GJ 3779 b",3.02320000000,0.0260000000,0.270000,"Radial Velocity",2018
"GJ 1265 b",3.65110000000,0.0260000000,0.178000,"Radial Velocity",2018
"LHS 1140 c",3.77794000000,0.0270000000,0.184400,"Transit",2018
"CoRoT-21 b",2.72474000000,0.0417000000,1.290000,"Transit",2012
"HD 13167 b",2613.00000000000,4.1000000000,1.350000,"Radial Velocity",2018
"HD 14787 b",676.60000000000,1.7000000000,1.430000,"Radial Velocity",2018
"HD 18015 b",2278.00000000000,3.8700000000,1.490000,"Radial Velocity",2018
"HD 72490 b",858.00000000000,1.8800000000,1.210000,"Radial Velocity",2018
"HD 94834 b",1576.00000000000,2.7400000000,1.110000,"Radial Velocity",2018
"HD 180053 b",213.72000000000,0.8430000000,1.750000,"Radial Velocity",2018
"HD 4917 b",400.50000000000,1.1670000000,1.320000,"Radial Velocity",2018
"WASP-161 b",5.40604250000,0.0673000000,1.390000,"Transit",2018
"WASP-163 b",1.60968840000,0.0266000000,0.970000,"Transit",2018
"WASP-170 b",2.34478022000,0.0337000000,0.930000,"Transit",2018
"K2-285 b",3.47174500000,0.0381700000,0.830000,"Transit",2018
"K2-285 c",7.13804800000,0.0824000000,0.830000,"Transit",2018
"K2-285 d",10.45582000000,0.1178000000,0.830000,"Transit",2018
"K2-285 e",14.76289000000,0.1804100000,0.830000,"Transit",2018
"K2-286 b",27.35900000000,0.1768000000,0.640000,"Transit",2018
"K2-287 b",14.89329100000,0.1206000000,1.056000,"Transit",2018
"K2-288 B b",31.39346300000,0.1640000000,0.330000,"Transit",2018
"HATS-60 b",3.56082900000,0.0470800000,1.097000,"Transit",2018
"HATS-61 b",7.81795300000,0.0790800000,1.076000,"Transit",2018
"HATS-62 b",3.27688370000,0.0416300000,0.896000,"Transit",2018
"HATS-63 b",3.05665270000,0.0402600000,0.931000,"Transit",2018
"HATS-64 b",4.90889700000,0.0656200000,1.564000,"Transit",2018
"HATS-65 b",3.10516100000,0.0449700000,1.257000,"Transit",2018
"HATS-66 b",3.14143910000,0.0471400000,1.411000,"Transit",2018
"HATS-67 b",1.60917880000,0.0303200000,1.435000,"Transit",2018
"HATS-68 b",3.58622020000,0.0507100000,1.351000,"Transit",2018
"HATS-69 b",2.22525770000,0.0321100000,0.892000,"Transit",2018
"HD 202696 b",517.80000000000,1.5660000000,1.910000,"Radial Velocity",2019
"HD 202696 c",946.60000000000,2.3420000000,1.910000,"Radial Velocity",2019
"K2-290 b",9.21165000000,0.0923000000,1.194000,"Transit",2019
"K2-290 c",48.36685000000,0.3050000000,1.194000,"Transit",2019
"K2-291 b",2.22517700000,0.0326100000,0.934000,"Transit",2019
"GJ 4276 b",13.35200000000,0.0820000000,0.406000,"Radial Velocity",2019
"LHS 3844 b",0.46292970900,0.0062400000,0.151000,"Transit",2019
"HD 202772 A b",3.30887750000,0.0520800000,1.721000,"Transit",2019
"K2-292 b",16.98410000000,0.1300000000,1.000000,"Transit",2019
"HD 20781 d",29.15800000000,0.1647000000,0.700000,"Radial Velocity",2019
"HD 20781 e",85.50730000000,0.3374000000,0.700000,"Radial Velocity",2019
"HD 45184 c",13.13540000000,0.1100000000,1.030000,"Radial Velocity",2019
"HATS-70 b",1.88823780000,0.0363200000,1.780000,"Transit",2019
"GJ 143 b",35.61253000000,0.1915000000,0.730000,"Transit",2019
"HD 23472 b",17.66708700000,0.1162000000,0.670000,"Transit",2019
"HD 23472 c",29.79749000000,0.1646000000,0.670000,"Transit",2019
"HD 1397 b",11.53533000000,0.1097000000,1.324000,"Transit",2018
"GJ 411 b",12.93940000000,0.0787900000,0.389900,"Radial Velocity",2019
"WASP-190 b",5.36775300000,0.0663000000,1.350000,"Transit",2019
"Gl 378 b",3.82200000000,0.0394350000,0.560000,"Radial Velocity",2019
"Kepler-270 b",11.47609400000,0.1070000000,,"Transit",2014
"Gl 686 b",15.53000000000,0.0910000000,0.426000,"Radial Velocity",2018
"Qatar-7 b",2.03204600000,0.0352000000,1.409000,"Transit",2019
"TOI-172 b",9.47725000000,0.0914000000,1.128000,"Transit",2019
"GJ 685 b",24.16000000000,0.1344000000,0.550000,"Radial Velocity",2019
"HD 181234 b",7593.40512000000,7.4270000000,0.940000,"Radial Velocity",2019
"HD 25015 b",6134.42700000000,6.2480000000,0.860000,"Radial Velocity",2019
"HD 50499 c",8619.90000000000,9.0200000000,1.310000,"Radial Velocity",2019
"HD 92788 c",11611.29750000000,10.5000000000,1.150000,"Radial Velocity",2019
"HD 221416 b",14.27670000000,0.1228000000,1.212000,"Transit",2019
"WASP-177 b",3.07172200000,0.0395700000,0.876000,"Transit",2019
"WASP-181 b",4.51950640000,0.0542700000,1.040000,"Transit",2019
"WASP-183 b",4.11177710000,0.0463200000,0.784000,"Transit",2019
"Kepler-47 d",187.36600000000,0.6992000000,0.957000,"Transit",2019
"HD 21749 c",7.78993000000,0.0695000000,0.730000,"Transit",2019
"Qatar-8 b",3.71495000000,0.0474000000,1.029000,"Transit",2019
"Qatar-9 b",1.54073100000,0.0234000000,0.719000,"Transit",2019
"Qatar-10 b",1.64532100000,0.0286000000,1.156000,"Transit",2019
"HD 221420 b",10090.00000000000,10.1500000000,1.351000,"Radial Velocity",2019
"NGTS-5 b",3.35698660000,0.0382000000,0.661000,"Transit",2019
"HD 210193 b",649.91800000000,1.4870000000,1.040000,"Radial Velocity",2019
"HD 211970 b",25.20100000000,0.1430000000,0.610000,"Radial Velocity",2019
"HD 39855 b",3.24980000000,0.0410000000,0.870000,"Radial Velocity",2019
"HIP 35173 b",41.51600000000,0.2170000000,0.790000,"Radial Velocity",2019
"HD 102843 b",3090.94200000000,4.0740000000,0.950000,"Radial Velocity",2019
"HD 103949 b",120.87800000000,0.4390000000,0.770000,"Radial Velocity",2019
"HD 206255 b",96.04500000000,0.4610000000,1.420000,"Radial Velocity",2019
"HD 21411 b",84.28800000000,0.3620000000,0.890000,"Radial Velocity",2019
"HD 64114 b",45.79100000000,0.2460000000,0.950000,"Radial Velocity",2019
"HD 8326 b",158.99100000000,0.5330000000,0.800000,"Radial Velocity",2019
"HIP 54373 b",7.76000000000,0.0630000000,0.570000,"Radial Velocity",2019
"HIP 54373 c",15.14400000000,0.0990000000,0.570000,"Radial Velocity",2019
"HD 24085 b",2.04550000000,0.0340000000,1.220000,"Radial Velocity",2019
"HIP 71135 b",87.19000000000,0.3350000000,0.660000,"Radial Velocity",2019
"NGTS-4 b",1.33735080000,0.0190000000,0.750000,"Transit",2019
"K2-133 e",26.58410000000,0.1346000000,0.461000,"Transit",2019
"K2-32 e",4.34934000000,0.0489900000,0.830000,"Transit",2019
"EPIC 201841433 b",4.16980000000,0.0350000000,0.802000,"Transit",2019
"L 98-59 b",2.25311400000,0.0223000000,0.292300,"Transit",2019
"L 98-59 c",3.69067640000,0.0309000000,0.292300,"Transit",2019
"L 98-59 d",7.45072900000,0.0494000000,0.292300,"Transit",2019
"HD 2685 b",4.12688000000,0.0568000000,1.430000,"Transit",2019
"Gl 49 b",13.85080000000,0.0905000000,0.515000,"Radial Velocity",2019
"TOI-150.01",5.85748700000,0.0703700000,1.351000,"Transit",2019
"KELT-23 A b",2.25525100000,0.0330200000,0.944000,"Transit",2019
"HD 180617 b",105.91100000000,0.3430000000,0.484000,"Radial Velocity",2018
"LSPM J2116+0234 b",14.43990000000,0.0876000000,0.430000,"Radial Velocity",2019
"NSVS 14256825 b",3225.00000000000,3.1200000000,0.419000,"Eclipse Timing Variations",2019
"V1298 Tau b",24.14000600000,0.1685000000,1.100000,"Transit",2019
"Teegarden's Star b",4.90634000000,0.0259000000,0.097000,"Radial Velocity",2019
"Teegarden's Star c",11.41600000000,0.0455000000,0.097000,"Radial Velocity",2019
"WASP-87 b",1.68279500000,0.0294600000,1.204000,"Transit",2016
"Kepler-411 e",31.50972800000,0.1860000000,0.870000,"Transit Timing Variations",2018
"DE CVn b",4098.10000000000,5.7500000000,0.510000,"Eclipse Timing Variations",2018
"EPIC 248847494 b",3650.00000000000,4.5000000000,0.900000,"Transit",2018
"EPIC 212737443 c",65.55000000000,0.2800000000,0.690000,"Transit",2019
"WASP-166 b",5.44354000000,0.0641000000,1.190000,"Transit",2019
"Kepler-849 b",394.62508000000,1.1370000000,1.259000,"Transit",2016
"Kepler-82 f",75.73200000000,0.3395000000,0.910000,"Transit Timing Variations",2019
"HR 858 b",3.58528700000,0.0488800000,1.204000,"Transit",2019
"HR 858 c",5.97386500000,0.0687000000,1.204000,"Transit",2019
"HR 858 d",11.23051100000,0.1046000000,1.204000,"Transit",2019
"GJ 357 b",3.93060000000,0.0360000000,0.342000,"Transit",2019
"GJ 357 c",9.12470000000,0.0610000000,0.342000,"Radial Velocity",2019
"GJ 357 d",55.66100000000,0.2040000000,0.342000,"Radial Velocity",2019
"LTT 1445 A b",5.35876350000,0.0381000000,0.257000,"Transit",2019
"HAT-P-69 b",4.78694910000,0.0655500000,1.648000,"Transit",2019
"HAT-P-70 b",2.74432452000,0.0473900000,1.890000,"Transit",2019
